Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Shipping_Cost,Revenue,Total_Cost,Profit,Region,City,Year,Month_Number,Month_Name,Quarter
ORD-01576,2024-02-07,CUST-0182,PROD-103,1,95000,0.05,249,90250.0,57000,33001.0,East,Patna,2024,2,February,Q1
ORD-01583,2024-02-07,CUST-0111,PROD-206,1,59999,0.12,299,52799.12,35999,16501.12,West,Pune,2024,2,February,Q1
ORD-01197,2024-02-07,CUST-0086,PROD-205,1,54999,0.15,299,46749.15,32999,13451.15,East,Kolkata,2024,2,February,Q1
ORD-01073,2024-02-07,CUST-0121,PROD-301,1,114900,0.0,0,114900.0,68940,45960.0,North,Chandigarh,2024,2,February,Q1
ORD-00300,2024-02-07,CUST-0037,PROD-206,2,59999,0.1,299,107998.2,71998,35701.2,West,Pune,2024,2,February,Q1
ORD-00580,2024-02-08,CUST-0046,PROD-301,1,114900,0.1,0,103410.0,68940,34470.0,West,Ahmedabad,2024,2,February,Q1
ORD-01068,2024-02-08,CUST-0092,PROD-210,2,39999,0.0,199,79998.0,47998,31801.0,West,Nagpur,2024,2,February,Q1
ORD-00466,2024-02-08,CUST-0119,PROD-303,1,145000,0.05,249,137750.0,87000,50501.0,West,Mumbai,2024,2,February,Q1
ORD-00937,2024-02-08,CUST-0109,PROD-411,2,12995,0.05,99,24690.5,15594,8997.5,South,Coimbatore,2024,2,February,Q1
ORD-00136,2024-02-09,CUST-0147,PROD-508,1,28999,0.1,499,26099.1,15949,9651.1,South,Kochi,2024,2,February,Q1
ORD-01782,2024-02-10,CUST-0063,PROD-410,3,2799,0.08,299,7725.24,4197,3229.24,North,Chandigarh,2024,2,February,Q1
ORD-00743,2024-02-10,CUST-0036,PROD-201,3,79999,0.1,0,215997.3,143997,72000.3,South,Kochi,2024,2,February,Q1
ORD-00902,2024-02-10,CUST-0152,PROD-109,1,42000,0.15,249,35700.0,25200,10251.0,West,Nagpur,2024,2,February,Q1
ORD-00391,2024-02-10,CUST-0198,PROD-404,4,3499,0.12,249,12316.48,6996,5071.48,West,Nagpur,2024,2,February,Q1
ORD-01832,2024-02-10,CUST-0010,PROD-105,1,22000,0.12,299,19360.0,13200,5861.0,South,Hyderabad,2024,2,February,Q1
ORD-01258,2024-02-11,CUST-0115,PROD-209,1,29999,0.05,299,28499.05,17999,10201.05,West,Ahmedabad,2024,2,February,Q1
ORD-01742,2024-02-12,CUST-0107,PROD-407,2,3299,0.1,199,5938.2,3298,2441.2,West,Ahmedabad,2024,2,February,Q1
ORD-00108,2024-02-12,CUST-0076,PROD-209,2,29999,0.0,0,59998.0,35998,24000.0,West,Pune,2024,2,February,Q1
ORD-00339,2024-02-12,CUST-0047,PROD-406,3,4499,0.15,249,11472.45,6747,4476.45,West,Pune,2024,2,February,Q1
ORD-01005,2024-02-12,CUST-0126,PROD-308,1,125000,0.12,299,110000.0,75000,34701.0,East,Patna,2024,2,February,Q1
ORD-00712,2024-02-12,CUST-0186,PROD-407,1,3299,0.12,249,2903.12,1649,1005.12,West,Indore,2024,2,February,Q1
ORD-01710,2024-02-13,CUST-0118,PROD-302,1,165000,0.0,299,165000.0,99000,65701.0,North,Chandigarh,2024,2,February,Q1
ORD-00894,2024-02-13,CUST-0147,PROD-210,1,39999,0.15,299,33999.15,23999,9701.15,South,Kochi,2024,2,February,Q1
ORD-00447,2024-02-13,CUST-0037,PROD-110,2,52000,0.0,99,104000.0,62400,41501.0,West,Pune,2024,2,February,Q1
ORD-01339,2024-02-14,CUST-0056,PROD-409,1,4999,0.0,499,4999.0,2499,2001.0,North,Jaipur,2024,2,February,Q1
ORD-01244,2024-02-15,CUST-0127,PROD-207,1,84999,0.15,299,72249.15,50999,20951.15,South,Coimbatore,2024,2,February,Q1
ORD-00963,2024-02-15,CUST-0008,PROD-205,2,54999,0.05,99,104498.1,65998,38401.1,East,Bhubaneswar,2024,2,February,Q1
ORD-00409,2024-02-15,CUST-0167,PROD-501,4,7999,0.0,99,31996.0,17596,14301.0,North,Delhi,2024,2,February,Q1
ORD-01963,2024-02-15,CUST-0014,PROD-209,1,29999,0.05,99,28499.05,17999,10401.05,East,Patna,2024,2,February,Q1
ORD-00210,2024-02-15,CUST-0165,PROD-104,1,32000,0.05,249,30400.0,19200,10951.0,North,Delhi,2024,2,February,Q1
ORD-00062,2024-02-15,CUST-0192,PROD-306,1,89999,0.1,499,80999.1,53999,26501.1,East,Kolkata,2024,2,February,Q1
ORD-01613,2024-02-15,CUST-0093,PROD-102,1,78000,0.08,249,71760.0,46800,24711.0,West,Ahmedabad,2024,2,February,Q1
ORD-01793,2024-02-15,CUST-0056,PROD-203,1,64999,0.0,299,64999.0,38999,25701.0,North,Jaipur,2024,2,February,Q1
ORD-01700,2024-02-15,CUST-0146,PROD-209,1,29999,0.08,249,27599.08,17999,9351.08,North,Lucknow,2024,2,February,Q1
ORD-01627,2024-02-16,CUST-0065,PROD-507,1,42000,0.0,149,42000.0,23100,18751.0,West,Nagpur,2024,2,February,Q1
ORD-00109,2024-02-16,CUST-0040,PROD-109,2,42000,0.08,299,77280.0,50400,26581.0,West,Mumbai,2024,2,February,Q1
ORD-01384,2024-02-16,CUST-0129,PROD-302,1,165000,0.1,149,148500.0,99000,49351.0,West,Ahmedabad,2024,2,February,Q1
ORD-00410,2024-02-17,CUST-0199,PROD-408,2,3799,0.12,99,6686.24,3798,2789.24,North,Jaipur,2024,2,February,Q1
ORD-01557,2024-02-17,CUST-0076,PROD-302,1,165000,0.08,99,151800.0,99000,52701.0,West,Pune,2024,2,February,Q1
ORD-00260,2024-02-17,CUST-0164,PROD-102,2,78000,0.08,249,143520.0,93600,49671.0,West,Pune,2024,2,February,Q1
ORD-01278,2024-02-18,CUST-0070,PROD-205,1,54999,0.08,199,50599.08,32999,17401.08,West,Nagpur,2024,2,February,Q1
ORD-00362,2024-02-19,CUST-0144,PROD-201,1,79999,0.15,0,67999.15,47999,20000.15,West,Surat,2024,2,February,Q1
ORD-00953,2024-02-20,CUST-0072,PROD-506,2,45000,0.08,0,82800.0,49500,33300.0,West,Indore,2024,2,February,Q1
ORD-01084,2024-02-21,CUST-0030,PROD-303,1,145000,0.0,0,145000.0,87000,58000.0,West,Pune,2024,2,February,Q1
ORD-00162,2024-02-21,CUST-0100,PROD-510,1,52900,0.05,299,50255.0,29095,20861.0,South,Coimbatore,2024,2,February,Q1
ORD-00681,2024-02-22,CUST-0166,PROD-415,3,4495,0.08,199,12406.2,8091,4116.2,South,Coimbatore,2024,2,February,Q1
ORD-00367,2024-02-23,CUST-0048,PROD-306,1,89999,0.08,299,82799.08,53999,28501.08,West,Mumbai,2024,2,February,Q1
ORD-01927,2024-02-23,CUST-0152,PROD-305,2,155000,0.05,499,294500.0,186000,108001.0,West,Nagpur,2024,2,February,Q1
ORD-01806,2024-02-23,CUST-0007,PROD-402,2,2999,0.0,499,5998.0,2998,2501.0,South,Coimbatore,2024,2,February,Q1
ORD-00043,2024-02-24,CUST-0196,PROD-405,1,2299,0.1,99,2069.1,1149,821.1,South,Kochi,2024,2,February,Q1
ORD-00385,2024-02-25,CUST-0130,PROD-104,1,32000,0.05,199,30400.0,19200,11001.0,East,Kolkata,2024,2,February,Q1
ORD-01012,2024-02-25,CUST-0115,PROD-409,2,4999,0.05,199,9498.1,4998,4301.1,West,Ahmedabad,2024,2,February,Q1
ORD-00672,2024-02-25,CUST-0195,PROD-307,1,72000,0.08,99,66240.0,43200,22941.0,North,Delhi,2024,2,February,Q1
ORD-01433,2024-02-25,CUST-0155,PROD-411,2,12995,0.05,149,24690.5,15594,8947.5,South,Coimbatore,2024,2,February,Q1
ORD-01293,2024-02-26,CUST-0049,PROD-206,1,59999,0.05,249,56999.05,35999,20751.05,East,Kolkata,2024,2,February,Q1
ORD-00193,2024-02-26,CUST-0061,PROD-212,1,34999,0.12,199,30799.12,20999,9601.12,West,Mumbai,2024,2,February,Q1
ORD-00535,2024-02-27,CUST-0096,PROD-302,1,165000,0.05,0,156750.0,99000,57750.0,East,Patna,2024,2,February,Q1
ORD-01993,2024-02-28,CUST-0101,PROD-212,1,34999,0.08,249,32199.08,20999,10951.08,North,Lucknow,2024,2,February,Q1
ORD-01577,2024-02-29,CUST-0089,PROD-102,2,78000,0.08,199,143520.0,93600,49721.0,West,Pune,2024,2,February,Q1
ORD-00538,2024-02-29,CUST-0036,PROD-302,1,165000,0.15,0,140250.0,99000,41250.0,South,Kochi,2024,2,February,Q1
ORD-01877,2024-03-01,CUST-0191,PROD-308,1,125000,0.05,149,118750.0,75000,43601.0,North,Jaipur,2024,3,March,Q1
ORD-01647,2024-03-02,CUST-0010,PROD-410,4,2799,0.15,149,9516.6,5596,3771.6,South,Hyderabad,2024,3,March,Q1
ORD-01589,2024-03-02,CUST-0069,PROD-204,2,89999,0.08,299,165598.16,107998,57301.16,East,Patna,2024,3,March,Q1
ORD-01882,2024-03-03,CUST-0042,PROD-102,1,78000,0.0,299,78000.0,46800,30901.0,North,Chandigarh,2024,3,March,Q1
ORD-01687,2024-03-03,CUST-0075,PROD-415,4,4495,0.12,149,15822.4,10788,4885.4,North,Chandigarh,2024,3,March,Q1
ORD-01539,2024-03-03,CUST-0147,PROD-411,2,12995,0.12,249,22871.2,15594,7028.2,South,Kochi,2024,3,March,Q1
ORD-00215,2024-03-03,CUST-0063,PROD-203,1,64999,0.05,299,61749.05,38999,22451.05,North,Chandigarh,2024,3,March,Q1
ORD-01170,2024-03-04,CUST-0186,PROD-307,1,72000,0.1,0,64800.0,43200,21600.0,West,Indore,2024,3,March,Q1
ORD-00149,2024-03-04,CUST-0165,PROD-407,3,3299,0.05,249,9402.15,4947,4206.15,North,Delhi,2024,3,March,Q1
ORD-00508,2024-03-04,CUST-0033,PROD-407,1,3299,0.0,0,3299.0,1649,1650.0,West,Ahmedabad,2024,3,March,Q1
ORD-01598,2024-03-04,CUST-0174,PROD-412,2,15995,0.05,199,30390.5,19194,10997.5,East,Kolkata,2024,3,March,Q1
ORD-00909,2024-03-05,CUST-0106,PROD-411,2,12995,0.12,99,22871.2,15594,7178.2,North,Lucknow,2024,3,March,Q1
ORD-00358,2024-03-05,CUST-0054,PROD-503,3,2999,0.12,99,7917.36,4947,2871.36,West,Nagpur,2024,3,March,Q1
ORD-00622,2024-03-05,CUST-0166,PROD-304,1,135000,0.1,0,121500.0,81000,40500.0,South,Coimbatore,2024,3,March,Q1
ORD-01206,2024-03-05,CUST-0011,PROD-210,1,39999,0.05,499,37999.05,23999,13501.05,South,Hyderabad,2024,3,March,Q1
ORD-00319,2024-03-05,CUST-0033,PROD-208,1,134999,0.05,149,128249.05,80999,47101.05,West,Ahmedabad,2024,3,March,Q1
ORD-00556,2024-03-06,CUST-0073,PROD-302,1,165000,0.08,299,151800.0,99000,52501.0,West,Surat,2024,3,March,Q1
ORD-01421,2024-03-06,CUST-0046,PROD-102,2,78000,0.12,149,137280.0,93600,43531.0,West,Ahmedabad,2024,3,March,Q1
ORD-01880,2024-03-06,CUST-0075,PROD-207,1,84999,0.05,199,80749.05,50999,29551.05,North,Chandigarh,2024,3,March,Q1
ORD-01780,2024-03-06,CUST-0050,PROD-203,2,64999,0.05,249,123498.1,77998,45251.1,North,Delhi,2024,3,March,Q1
ORD-01554,2024-03-06,CUST-0052,PROD-407,1,3299,0.0,249,3299.0,1649,1401.0,West,Mumbai,2024,3,March,Q1
ORD-01724,2024-03-07,CUST-0055,PROD-308,1,125000,0.05,499,118750.0,75000,43251.0,West,Ahmedabad,2024,3,March,Q1
ORD-00090,2024-03-07,CUST-0105,PROD-201,1,79999,0.08,149,73599.08,47999,25451.08,South,Coimbatore,2024,3,March,Q1
ORD-00584,2024-03-07,CUST-0162,PROD-106,1,48000,0.08,149,44160.0,28800,15211.0,West,Mumbai,2024,3,March,Q1
ORD-00912,2024-03-09,CUST-0009,PROD-302,1,165000,0.05,99,156750.0,99000,57651.0,South,Bangalore,2024,3,March,Q1
ORD-01789,2024-03-09,CUST-0025,PROD-101,1,55000,0.05,199,52250.0,33000,19051.0,West,Pune,2024,3,March,Q1
ORD-00972,2024-03-09,CUST-0006,PROD-304,1,135000,0.08,299,124200.0,81000,42901.0,South,Chennai,2024,3,March,Q1
ORD-00311,2024-03-09,CUST-0119,PROD-112,1,44000,0.0,0,44000.0,26400,17600.0,West,Mumbai,2024,3,March,Q1
ORD-00060,2024-03-10,CUST-0079,PROD-306,1,89999,0.0,499,89999.0,53999,35501.0,South,Coimbatore,2024,3,March,Q1
ORD-00990,2024-03-10,CUST-0023,PROD-212,1,34999,0.0,99,34999.0,20999,13901.0,East,Patna,2024,3,March,Q1
ORD-00684,2024-03-10,CUST-0180,PROD-308,1,125000,0.05,199,118750.0,75000,43551.0,South,Coimbatore,2024,3,March,Q1
ORD-01707,2024-03-11,CUST-0189,PROD-506,1,45000,0.15,299,38250.0,24750,13201.0,West,Surat,2024,3,March,Q1
ORD-00415,2024-03-11,CUST-0163,PROD-105,1,22000,0.08,499,20240.0,13200,6541.0,South,Chennai,2024,3,March,Q1
ORD-00920,2024-03-13,CUST-0016,PROD-201,2,79999,0.0,99,159998.0,95998,63901.0,West,Indore,2024,3,March,Q1
ORD-00701,2024-03-13,CUST-0176,PROD-110,1,52000,0.05,149,49400.0,31200,18051.0,West,Pune,2024,3,March,Q1
ORD-00958,2024-03-14,CUST-0064,PROD-203,1,64999,0.12,149,57199.12,38999,18051.12,South,Hyderabad,2024,3,March,Q1
ORD-00698,2024-03-14,CUST-0069,PROD-211,1,24999,0.05,0,23749.05,14999,8750.05,East,Patna,2024,3,March,Q1
ORD-00705,2024-03-15,CUST-0147,PROD-306,1,89999,0.0,149,89999.0,53999,35851.0,South,Kochi,2024,3,March,Q1
ORD-01685,2024-03-15,CUST-0150,PROD-404,3,3499,0.15,499,8922.45,5247,3176.45,West,Pune,2024,3,March,Q1
ORD-00088,2024-03-16,CUST-0148,PROD-208,1,134999,0.15,0,114749.15,80999,33750.15,North,Lucknow,2024,3,March,Q1
ORD-00700,2024-03-16,CUST-0187,PROD-415,1,4495,0.08,249,4135.4,2697,1189.4,East,Bhubaneswar,2024,3,March,Q1
ORD-01231,2024-03-16,CUST-0124,PROD-211,1,24999,0.15,0,21249.15,14999,6250.15,West,Mumbai,2024,3,March,Q1
ORD-00272,2024-03-16,CUST-0018,PROD-402,1,2999,0.05,199,2849.05,1499,1151.05,West,Ahmedabad,2024,3,March,Q1
ORD-00677,2024-03-17,CUST-0138,PROD-406,1,4499,0.05,299,4274.05,2249,1726.05,North,Chandigarh,2024,3,March,Q1
ORD-00445,2024-03-17,CUST-0103,PROD-105,1,22000,0.0,99,22000.0,13200,8701.0,West,Indore,2024,3,March,Q1
ORD-00730,2024-03-18,CUST-0151,PROD-201,2,79999,0.0,499,159998.0,95998,63501.0,West,Surat,2024,3,March,Q1
ORD-01746,2024-03-18,CUST-0035,PROD-108,1,85000,0.0,149,85000.0,51000,33851.0,East,Patna,2024,3,March,Q1
ORD-00267,2024-03-18,CUST-0155,PROD-409,1,4999,0.12,499,4399.12,2499,1401.12,South,Coimbatore,2024,3,March,Q1
ORD-01402,2024-03-19,CUST-0172,PROD-106,1,48000,0.08,249,44160.0,28800,15111.0,North,Lucknow,2024,3,March,Q1
ORD-01371,2024-03-19,CUST-0118,PROD-413,2,8995,0.15,499,15291.5,10794,3998.5,North,Chandigarh,2024,3,March,Q1
ORD-01791,2024-03-19,CUST-0150,PROD-412,3,15995,0.1,199,43186.5,28791,14196.5,West,Pune,2024,3,March,Q1
ORD-01268,2024-03-19,CUST-0162,PROD-208,1,134999,0.08,0,124199.08,80999,43200.08,West,Mumbai,2024,3,March,Q1
ORD-01513,2024-03-19,CUST-0016,PROD-412,4,15995,0.0,249,63980.0,38388,25343.0,West,Indore,2024,3,March,Q1
ORD-01491,2024-03-19,CUST-0057,PROD-414,1,5995,0.15,299,5095.75,3597,1199.75,North,Delhi,2024,3,March,Q1
ORD-01973,2024-03-20,CUST-0115,PROD-503,1,2999,0.0,299,2999.0,1649,1051.0,West,Ahmedabad,2024,3,March,Q1
ORD-00941,2024-03-20,CUST-0199,PROD-415,3,4495,0.15,99,11462.25,8091,3272.25,North,Jaipur,2024,3,March,Q1
ORD-01802,2024-03-20,CUST-0147,PROD-212,1,34999,0.0,299,34999.0,20999,13701.0,South,Kochi,2024,3,March,Q1
ORD-00026,2024-03-20,CUST-0092,PROD-107,1,120000,0.0,249,120000.0,72000,47751.0,West,Nagpur,2024,3,March,Q1
ORD-00158,2024-03-21,CUST-0135,PROD-211,1,24999,0.15,299,21249.15,14999,5951.15,South,Kochi,2024,3,March,Q1
ORD-00223,2024-03-21,CUST-0098,PROD-103,2,95000,0.1,0,171000.0,114000,57000.0,East,Patna,2024,3,March,Q1
ORD-00817,2024-03-21,CUST-0170,PROD-509,1,38000,0.15,249,32300.0,20900,11151.0,West,Indore,2024,3,March,Q1
ORD-00847,2024-03-22,CUST-0110,PROD-107,1,120000,0.05,149,114000.0,72000,41851.0,West,Nagpur,2024,3,March,Q1
ORD-01828,2024-03-22,CUST-0187,PROD-208,1,134999,0.1,199,121499.1,80999,40301.1,East,Bhubaneswar,2024,3,March,Q1
ORD-00997,2024-03-22,CUST-0143,PROD-405,2,2299,0.15,99,3908.3,2298,1511.3,South,Hyderabad,2024,3,March,Q1
